data,hora,cidade,volume_transmitido_mb
2024-04-04,09:57,Skopje,2.83
2024-04-04,07:26,Pristina,2.27
2024-04-05,15:44,Pristina,2.68
2024-04-01,03:57,Tirana,9.44
2024-04-03,19:05,Tirana,17.41
2024-04-02,01:37,Skopje,1.7
2024-04-06,03:16,Podgorica,25.48
2024-04-01,09:00,Pristina,8.44
2024-04-07,00:57,Pristina,41.27
2024-04-06,22:33,Sarajevo,20.06
2024-04-03,21:55,Skopje,31.27
2024-04-07,10:04,Skopje,15.04
2024-04-05,12:53,Podgorica,19.06
2024-04-03,17:32,Skopje,5.34
2024-04-03,18:56,Pristina,25.97
2024-04-07,14:05,Skopje,58.53
2024-04-06,21:51,Sarajevo,0.71
2024-04-07,18:27,Tirana,25.7
2024-04-05,23:01,Sarajevo,1.2
2024-04-03,17:36,Pristina,50.48
2024-04-06,01:05,Sarajevo,23.78
2024-04-07,07:58,Skopje,6.33
2024-04-06,04:16,Skopje,5.34
2024-04-02,13:31,Skopje,22.83
2024-04-05,04:41,Skopje,7.65
2024-04-04,05:55,Pristina,8.07
2024-04-04,18:19,Skopje,2.22
2024-04-02,00:28,Skopje,2.33
2024-04-04,12:33,Tirana,5.48
2024-04-01,18:49,Pristina,18.5
2024-04-07,03:54,Podgorica,6.71
2024-04-02,05:50,Podgorica,6.73
2024-04-04,02:52,Pristina,0.53
2024-04-04,16:37,Tirana,23.87
2024-04-02,09:52,Tirana,18.83
2024-04-05,22:49,Skopje,2.52
2024-04-01,15:47,Tirana,0.25
2024-04-06,11:06,Sarajevo,8.96
2024-04-02,16:28,Skopje,5.79
2024-04-04,10:00,Pristina,47.94
2024-04-04,00:56,Skopje,16.37
2024-04-04,01:43,Skopje,17.56
2024-04-06,15:59,Sarajevo,13.25
2024-04-06,15:13,Pristina,0.11
2024-04-03,23:04,Pristina,2.36
2024-04-06,09:36,Sarajevo,3.98
2024-04-03,17:35,Podgorica,3.55
2024-04-05,18:35,Skopje,1.08
2024-04-03,02:22,Tirana,30.26
2024-04-05,03:44,Tirana,10.04
2024-04-07,05:49,Skopje,36.41
2024-04-03,01:36,Podgorica,9.81
2024-04-01,23:12,Pristina,30.48
2024-04-01,01:45,Sarajevo,19.02
2024-04-01,18:15,Tirana,14.46
2024-04-04,03:41,Skopje,4.23
2024-04-04,09:09,Sarajevo,10.01
2024-04-03,18:21,Sarajevo,11.74
2024-04-04,03:50,Skopje,2.43
2024-04-05,10:16,Sarajevo,3.01
2024-04-07,18:16,Skopje,2.7
2024-04-06,20:17,Pristina,18.59
2024-04-02,12:18,Pristina,1.32
2024-04-07,04:15,Sarajevo,13.22
2024-04-04,06:30,Skopje,5.49
2024-04-05,17:14,Sarajevo,5.13
2024-04-03,22:24,Pristina,16.79
2024-04-05,18:25,Tirana,1.59
2024-04-01,21:56,Pristina,4.28
2024-04-03,04:50,Sarajevo,11.43
2024-04-01,00:28,Sarajevo,4.1
2024-04-07,06:19,Skopje,3.48
2024-04-05,01:19,Sarajevo,31.73
2024-04-01,12:34,Sarajevo,6.2
2024-04-02,07:46,Skopje,7.86
2024-04-04,04:41,Sarajevo,23.42
2024-04-02,00:20,Tirana,14.61
2024-04-01,23:36,Skopje,14.66
2024-04-01,23:48,Skopje,27.89
2024-04-03,03:11,Skopje,0.57
2024-04-01,17:20,Skopje,35.75
2024-04-02,05:39,Skopje,3.64
2024-04-04,12:17,Podgorica,3.36
2024-04-03,05:49,Podgorica,2.4
2024-04-04,14:28,Sarajevo,0.77
2024-04-03,18:38,Skopje,12.86
2024-04-05,00:36,Tirana,61.0
2024-04-06,08:10,Pristina,2.32
2024-04-07,02:48,Skopje,0.22
2024-04-03,21:56,Skopje,25.95
2024-04-01,15:40,Skopje,35.03
2024-04-03,20:53,Podgorica,16.51
2024-04-07,20:08,Skopje,21.73
2024-04-06,16:24,Pristina,25.66
2024-04-04,09:08,Pristina,30.88
2024-04-01,15:20,Tirana,1.31
2024-04-02,09:37,Tirana,14.79
2024-04-05,17:50,Skopje,1.91
2024-04-01,23:58,Tirana,3.47
2024-04-05,09:43,Podgorica,11.04
2024-04-05,06:39,Tirana,1.41
2024-04-06,14:04,Pristina,0.01
2024-04-01,12:07,Sarajevo,1.24
2024-04-04,12:55,Pristina,19.09
2024-04-05,22:55,Skopje,23.33
2024-04-06,04:52,Skopje,4.03
2024-04-06,04:07,Podgorica,24.31
2024-04-03,04:41,Skopje,0.68
2024-04-07,09:35,Skopje,1.87
2024-04-06,23:44,Pristina,1.23
2024-04-02,13:13,Skopje,11.51
2024-04-05,02:26,Skopje,23.91
2024-04-02,17:53,Skopje,10.11
2024-04-06,11:50,Podgorica,12.12
2024-04-02,08:31,Tirana,10.16
2024-04-07,09:06,Tirana,13.92
2024-04-06,11:15,Pristina,57.48
2024-04-01,14:18,Podgorica,22.61
2024-04-03,23:57,Skopje,5.5
2024-04-07,14:07,Skopje,31.47
2024-04-02,23:30,Skopje,8.89
2024-04-05,23:11,Sarajevo,4.48
2024-04-03,19:35,Skopje,4.84
2024-04-02,03:52,Podgorica,18.53
2024-04-05,05:25,Skopje,5.05
2024-04-07,11:16,Podgorica,3.44
2024-04-06,20:28,Podgorica,28.71
2024-04-03,06:13,Skopje,3.04
2024-04-06,08:30,Podgorica,5.77
2024-04-02,20:25,Sarajevo,4.67
2024-04-03,10:33,Pristina,3.27
2024-04-02,10:32,Sarajevo,5.82
2024-04-03,17:49,Skopje,4.72
2024-04-02,18:35,Podgorica,9.07
2024-04-05,03:53,Skopje,11.26
2024-04-03,00:27,Skopje,0.06
2024-04-03,16:30,Sarajevo,30.07
2024-04-04,12:45,Tirana,5.35
2024-04-01,15:38,Skopje,7.07
2024-04-02,03:29,Podgorica,3.25
2024-04-03,21:39,Skopje,1.62
2024-04-03,05:57,Pristina,15.22
2024-04-04,10:18,Podgorica,9.56
2024-04-07,16:28,Sarajevo,1.88
2024-04-01,09:21,Podgorica,0.42
2024-04-07,07:36,Pristina,43.83
2024-04-07,08:06,Tirana,0.97
2024-04-01,04:54,Skopje,3.4
2024-04-07,09:50,Podgorica,2.19
2024-04-03,14:51,Podgorica,38.49
2024-04-01,19:34,Skopje,6.99
2024-04-07,06:37,Skopje,8.97
2024-04-04,20:18,Skopje,0.86
2024-04-05,22:31,Skopje,14.75
2024-04-06,01:02,Skopje,10.76
2024-04-04,02:51,Pristina,2.81
2024-04-01,12:49,Skopje,19.26
2024-04-04,21:19,Pristina,1.86
2024-04-05,13:31,Sarajevo,4.14
2024-04-04,19:03,Skopje,2.19
2024-04-06,20:20,Skopje,1.6
2024-04-06,10:47,Skopje,41.58
2024-04-07,05:09,Tirana,2.28
2024-04-04,10:19,Sarajevo,3.52
2024-04-05,18:14,Skopje,7.73
2024-04-06,07:17,Sarajevo,4.57
2024-04-03,16:27,Podgorica,9.92
2024-04-03,15:23,Skopje,0.79
2024-04-03,07:08,Pristina,17.69
2024-04-05,10:44,Skopje,1.66
2024-04-03,04:54,Skopje,12.51
2024-04-06,04:20,Skopje,24.03
2024-04-06,00:59,Podgorica,24.86
2024-04-07,17:17,Skopje,2.91
2024-04-04,21:29,Sarajevo,22.76
2024-04-01,17:10,Skopje,10.2
2024-04-05,04:35,Skopje,2.6
2024-04-07,07:03,Skopje,30.24
2024-04-02,04:44,Sarajevo,3.64
2024-04-04,02:58,Skopje,20.24
2024-04-01,03:29,Podgorica,2.78
2024-04-01,13:12,Skopje,19.1
2024-04-03,03:50,Skopje,2.87
2024-04-04,14:33,Skopje,7.67
2024-04-06,21:15,Pristina,16.34
2024-04-04,11:44,Podgorica,32.16
2024-04-04,13:41,Pristina,2.55
2024-04-04,20:58,Sarajevo,35.0
2024-04-03,16:05,Skopje,1.54
2024-04-01,06:18,Skopje,6.46
2024-04-06,12:17,Sarajevo,9.04
2024-04-01,03:55,Podgorica,15.86
2024-04-02,07:28,Skopje,27.84
2024-04-06,01:11,Skopje,24.43
2024-04-05,10:40,Pristina,18.76
2024-04-02,06:23,Skopje,30.34
2024-04-06,09:37,Pristina,5.41
2024-04-02,05:37,Podgorica,45.46
2024-04-02,05:37,Skopje,31.96
2024-04-06,15:18,Skopje,18.17
2024-04-07,14:13,Skopje,22.91
2024-04-02,21:22,Pristina,22.57
2024-04-02,23:49,Skopje,10.52
2024-04-02,02:09,Skopje,11.2
2024-04-05,10:56,Podgorica,32.93
2024-04-07,15:49,Pristina,4.71
2024-04-06,01:20,Skopje,19.29
2024-04-04,16:36,Tirana,0.45
2024-04-01,01:04,Tirana,1.2
2024-04-07,16:07,Pristina,3.22
2024-04-02,13:22,Sarajevo,17.21
2024-04-07,04:00,Sarajevo,0.57
2024-04-04,06:45,Podgorica,4.66
2024-04-01,13:43,Pristina,2.76
2024-04-06,03:40,Skopje,5.06
2024-04-03,00:12,Skopje,16.72
2024-04-03,00:22,Tirana,8.11
2024-04-01,00:21,Skopje,8.02
2024-04-03,12:41,Tirana,18.55
2024-04-06,23:07,Skopje,0.15
2024-04-04,00:06,Skopje,38.03
2024-04-07,00:08,Sarajevo,9.19
2024-04-04,19:34,Sarajevo,1.01
2024-04-05,08:33,Pristina,9.52
2024-04-03,18:34,Pristina,15.0
2024-04-02,02:08,Pristina,26.6
2024-04-02,04:56,Tirana,3.21
2024-04-05,20:42,Tirana,11.19
2024-04-01,17:34,Podgorica,44.28
2024-04-07,16:04,Skopje,2.86
2024-04-01,23:14,Tirana,4.25
2024-04-06,23:33,Pristina,10.65
2024-04-07,20:54,Sarajevo,4.92
2024-04-01,06:31,Tirana,8.01
2024-04-02,15:44,Podgorica,70.07
2024-04-04,19:41,Skopje,28.36
2024-04-02,01:31,Pristina,29.17
2024-04-06,20:45,Tirana,3.41
2024-04-04,15:44,Sarajevo,16.2
2024-04-06,14:31,Pristina,5.67
2024-04-04,06:32,Pristina,20.68
2024-04-03,10:35,Skopje,29.13
2024-04-03,18:49,Skopje,32.56
2024-04-06,23:13,Podgorica,23.94
2024-04-06,20:27,Skopje,9.39
2024-04-06,16:23,Skopje,8.59
2024-04-06,20:01,Skopje,7.35
2024-04-02,22:43,Podgorica,19.17
2024-04-05,17:59,Sarajevo,10.12
2024-04-01,09:41,Skopje,12.39
2024-04-03,08:25,Tirana,2.02
2024-04-06,00:13,Pristina,18.76
2024-04-02,23:15,Skopje,0.5
2024-04-05,17:53,Tirana,113.08
2024-04-07,20:10,Tirana,12.03
2024-04-01,16:06,Podgorica,1.49
2024-04-05,06:46,Skopje,35.57
2024-04-07,20:18,Skopje,3.93
2024-04-06,01:20,Tirana,4.62
2024-04-07,06:18,Tirana,4.68
2024-04-03,18:25,Podgorica,28.66
2024-04-02,15:22,Skopje,43.95
2024-04-05,00:31,Podgorica,26.05
2024-04-04,04:24,Tirana,18.77
2024-04-01,05:56,Sarajevo,14.59
2024-04-04,05:27,Pristina,13.47
2024-04-05,14:42,Pristina,7.81
2024-04-04,09:19,Sarajevo,10.14
2024-04-07,14:30,Sarajevo,2.68
2024-04-07,22:04,Skopje,5.33
2024-04-01,04:52,Pristina,33.29
2024-04-02,20:46,Pristina,11.14
2024-04-02,15:34,Sarajevo,1.25
2024-04-05,06:34,Pristina,0.55
2024-04-03,10:43,Tirana,22.14
2024-04-02,01:58,Sarajevo,6.44
2024-04-04,01:59,Sarajevo,22.91
2024-04-07,17:10,Podgorica,1.43
2024-04-06,11:09,Sarajevo,28.0
2024-04-03,08:24,Podgorica,2.54
2024-04-07,23:38,Skopje,9.57
2024-04-07,16:38,Sarajevo,1.03
2024-04-04,23:55,Sarajevo,27.05
2024-04-06,00:44,Skopje,29.32
2024-04-02,22:02,Skopje,39.09
2024-04-01,10:14,Skopje,30.37
2024-04-01,05:58,Pristina,18.81
2024-04-01,22:29,Tirana,24.52
2024-04-07,19:39,Sarajevo,10.98
2024-04-03,15:28,Sarajevo,12.29
2024-04-02,18:57,Pristina,20.42
2024-04-05,13:52,Podgorica,11.07
2024-04-01,17:55,Tirana,4.49
2024-04-07,05:50,Skopje,6.84
2024-04-01,10:04,Skopje,4.99
2024-04-05,17:20,Sarajevo,5.86
2024-04-04,21:42,Skopje,16.93
2024-04-07,09:41,Skopje,17.91
2024-04-03,20:06,Tirana,8.18
2024-04-05,14:11,Tirana,9.03
2024-04-06,19:00,Skopje,55.2
2024-04-01,22:43,Podgorica,7.08
2024-04-06,00:33,Sarajevo,20.18
2024-04-05,00:21,Skopje,7.92
2024-04-07,02:20,Pristina,23.45
2024-04-06,13:22,Pristina,7.27
2024-04-07,19:41,Sarajevo,7.42
2024-04-03,01:46,Sarajevo,13.07
2024-04-01,00:56,Pristina,43.36
2024-04-03,14:48,Skopje,11.11
2024-04-04,11:07,Skopje,11.55
2024-04-03,00:54,Sarajevo,30.55
2024-04-07,05:00,Podgorica,0.88
2024-04-06,23:45,Tirana,19.56
2024-04-06,01:32,Skopje,8.24
2024-04-06,20:44,Skopje,15.83
2024-04-03,06:24,Podgorica,25.59
2024-04-02,22:03,Skopje,1.11
2024-04-03,02:57,Skopje,18.04
2024-04-02,02:27,Pristina,11.96
2024-04-04,01:29,Sarajevo,1.08
2024-04-04,18:06,Pristina,13.28
2024-04-05,18:03,Skopje,16.98
2024-04-01,17:59,Skopje,4.67
2024-04-07,02:35,Pristina,33.99
2024-04-07,18:57,Tirana,8.46
2024-04-07,15:47,Skopje,7.88
2024-04-05,07:47,Pristina,8.12
2024-04-02,20:13,Skopje,2.18
2024-04-04,09:04,Skopje,24.78
2024-04-06,09:00,Skopje,33.6
2024-04-01,13:09,Podgorica,7.53
2024-04-01,14:24,Podgorica,15.59
2024-04-06,16:55,Sarajevo,26.64
2024-04-01,20:31,Tirana,15.07
2024-04-06,08:25,Skopje,0.67
2024-04-01,15:46,Skopje,0.27
2024-04-04,10:24,Pristina,0.24
2024-04-01,21:48,Skopje,11.76
2024-04-03,06:18,Skopje,24.37
2024-04-05,15:37,Pristina,24.38
2024-04-01,23:59,Tirana,19.07
2024-04-03,07:24,Skopje,24.82
2024-04-01,11:09,Skopje,0.38
2024-04-02,11:38,Skopje,5.41
2024-04-03,12:32,Pristina,24.03
2024-04-05,12:19,Skopje,3.87
2024-04-01,01:44,Skopje,8.66
2024-04-01,14:33,Skopje,29.18
2024-04-05,10:22,Pristina,3.93
2024-04-04,11:12,Skopje,32.68
2024-04-03,05:16,Sarajevo,13.6
2024-04-07,08:28,Skopje,11.97
2024-04-01,03:58,Sarajevo,9.23
2024-04-07,17:59,Skopje,2.63
2024-04-02,09:16,Tirana,0.06
2024-04-05,18:09,Skopje,2.31
2024-04-01,20:24,Podgorica,12.67
2024-04-06,10:04,Sarajevo,20.06
2024-04-02,16:40,Sarajevo,1.15
2024-04-01,07:20,Sarajevo,19.36
2024-04-02,15:27,Skopje,5.44
2024-04-05,21:42,Skopje,49.41
2024-04-07,12:17,Skopje,107.1
2024-04-07,23:12,Skopje,13.68
2024-04-06,12:52,Tirana,5.04
2024-04-02,00:25,Podgorica,55.39
2024-04-07,18:15,Skopje,5.97
2024-04-04,03:41,Skopje,0.77
2024-04-01,13:38,Tirana,5.08
2024-04-04,22:20,Podgorica,5.63
2024-04-02,04:22,Tirana,6.58
2024-04-06,00:32,Pristina,13.7
2024-04-05,04:35,Skopje,31.16
2024-04-05,12:43,Sarajevo,29.69
2024-04-07,14:01,Tirana,5.43
2024-04-07,05:34,Skopje,5.04
2024-04-04,21:35,Sarajevo,3.12
2024-04-03,01:16,Skopje,13.01
2024-04-04,12:47,Tirana,9.36
2024-04-05,19:42,Pristina,25.56
2024-04-07,07:48,Sarajevo,12.48
2024-04-05,18:13,Skopje,0.8
2024-04-03,03:31,Skopje,24.72
2024-04-03,05:23,Pristina,11.5
2024-04-07,08:53,Sarajevo,9.87
2024-04-06,17:14,Pristina,22.06
2024-04-07,22:09,Podgorica,25.0
2024-04-07,11:21,Skopje,1.99
2024-04-01,09:43,Sarajevo,40.22
2024-04-05,07:16,Skopje,5.86
2024-04-03,05:05,Sarajevo,7.42
2024-04-07,11:54,Skopje,2.6
2024-04-01,13:08,Sarajevo,13.42
2024-04-07,15:29,Podgorica,1.34
2024-04-04,15:14,Sarajevo,27.25
2024-04-06,06:52,Skopje,13.71
2024-04-05,16:25,Skopje,8.48
2024-04-02,14:42,Skopje,22.8
2024-04-05,14:20,Skopje,14.83
2024-04-01,18:18,Skopje,15.07
2024-04-05,02:29,Skopje,30.93
2024-04-06,06:33,Podgorica,11.4
2024-04-05,15:08,Skopje,5.67
2024-04-07,03:39,Skopje,4.6
2024-04-02,23:26,Pristina,14.51
2024-04-04,10:02,Skopje,8.56
2024-04-03,04:47,Skopje,9.97
2024-04-05,13:24,Podgorica,21.87
2024-04-02,17:26,Skopje,11.51
2024-04-05,22:06,Sarajevo,40.26
2024-04-02,17:51,Skopje,9.89
2024-04-06,10:48,Tirana,34.65
2024-04-01,21:33,Sarajevo,10.15
2024-04-07,23:21,Sarajevo,1.84
2024-04-07,13:05,Podgorica,8.22
2024-04-06,16:50,Skopje,29.37
2024-04-01,00:02,Tirana,4.57
2024-04-04,00:03,Skopje,24.29
2024-04-02,07:25,Sarajevo,8.07
2024-04-07,14:11,Sarajevo,3.64
2024-04-04,08:10,Skopje,21.1
2024-04-02,21:31,Tirana,14.33
2024-04-03,01:47,Pristina,30.15
2024-04-06,23:47,Skopje,12.52
2024-04-05,12:44,Tirana,7.74
2024-04-01,01:16,Tirana,19.2
2024-04-06,18:17,Sarajevo,1.47
2024-04-03,07:46,Pristina,0.82
2024-04-07,16:57,Pristina,12.64
2024-04-07,15:57,Skopje,5.57
2024-04-06,18:53,Podgorica,16.77
2024-04-02,15:59,Skopje,5.15
2024-04-02,00:29,Sarajevo,3.89
2024-04-07,03:27,Sarajevo,20.96
2024-04-06,12:03,Pristina,0.11
2024-04-06,07:11,Podgorica,8.01
2024-04-01,15:57,Skopje,46.85
2024-04-01,21:52,Pristina,52.09
2024-04-04,10:25,Sarajevo,5.31
2024-04-07,21:33,Skopje,34.97
2024-04-04,21:02,Sarajevo,9.55
2024-04-07,01:49,Skopje,12.91
2024-04-02,14:16,Tirana,11.87
2024-04-02,04:45,Pristina,26.4
2024-04-07,14:48,Podgorica,16.73
2024-04-01,00:32,Pristina,40.96
2024-04-05,03:45,Podgorica,9.6
2024-04-06,17:32,Sarajevo,9.54
2024-04-04,16:15,Skopje,28.93
2024-04-02,21:09,Podgorica,17.76
2024-04-07,21:37,Skopje,7.78
2024-04-06,16:41,Pristina,6.36
2024-04-01,12:10,Tirana,16.24
2024-04-03,22:28,Skopje,21.84
2024-04-04,00:46,Skopje,11.44
2024-04-03,05:49,Skopje,3.5
2024-04-05,08:25,Skopje,2.74
2024-04-05,23:50,Tirana,10.53
2024-04-05,06:32,Sarajevo,34.93
2024-04-06,13:19,Skopje,20.65
2024-04-06,11:12,Tirana,5.56
2024-04-01,10:52,Sarajevo,13.89
2024-04-02,03:25,Pristina,14.39
2024-04-05,01:54,Skopje,16.48
2024-04-03,22:43,Skopje,15.16
2024-04-06,10:19,Pristina,37.33
2024-04-05,06:07,Sarajevo,11.57
2024-04-06,20:59,Tirana,13.4
2024-04-06,11:20,Pristina,2.45
2024-04-07,11:04,Sarajevo,17.48
2024-04-07,13:52,Podgorica,2.18
2024-04-07,02:48,Pristina,39.86
2024-04-04,06:45,Pristina,9.34
2024-04-01,23:29,Sarajevo,4.25
2024-04-02,04:41,Sarajevo,9.25
2024-04-03,01:50,Skopje,16.96
2024-04-05,16:46,Podgorica,13.78
2024-04-01,21:46,Skopje,38.75
2024-04-03,08:39,Pristina,8.5
2024-04-01,06:12,Tirana,10.51
2024-04-02,16:31,Skopje,38.11
2024-04-07,12:47,Sarajevo,21.73
2024-04-01,16:59,Pristina,5.3
2024-04-05,01:48,Skopje,15.92
2024-04-07,09:50,Tirana,0.58
2024-04-07,10:27,Sarajevo,21.16
2024-04-02,05:49,Pristina,27.34
2024-04-04,08:38,Tirana,33.07
2024-04-07,10:28,Skopje,95.09
2024-04-07,14:11,Sarajevo,5.63
2024-04-01,01:44,Pristina,4.21
2024-04-04,01:10,Sarajevo,19.31
2024-04-05,01:53,Skopje,17.49
2024-04-05,11:55,Skopje,24.47
2024-04-06,18:03,Skopje,1.8
2024-04-03,05:59,Podgorica,11.45
2024-04-04,03:37,Sarajevo,1.29
2024-04-06,21:09,Podgorica,4.89
2024-04-03,00:42,Skopje,20.94
2024-04-05,20:21,Sarajevo,11.23
2024-04-05,07:49,Podgorica,20.12
2024-04-02,06:00,Sarajevo,62.14
2024-04-04,07:53,Podgorica,43.72
2024-04-01,02:59,Skopje,0.71
2024-04-01,12:53,Tirana,10.57
2024-04-05,19:43,Skopje,22.04
2024-04-04,08:30,Skopje,4.94
2024-04-05,17:22,Podgorica,10.96
2024-04-01,04:03,Pristina,5.09
2024-04-07,18:33,Podgorica,29.99
2024-04-03,18:58,Pristina,18.63
2024-04-03,14:50,Skopje,9.19
2024-04-02,07:19,Skopje,35.3
2024-04-07,10:26,Podgorica,7.13
2024-04-06,02:58,Podgorica,1.6
2024-04-07,07:56,Sarajevo,3.99
2024-04-04,22:52,Pristina,5.67
2024-04-04,12:46,Pristina,9.56
2024-04-03,04:40,Skopje,10.46
2024-04-02,19:06,Tirana,9.99
2024-04-04,16:28,Pristina,24.89
2024-04-05,01:07,Sarajevo,2.11
2024-04-07,18:15,Podgorica,4.62
2024-04-05,00:09,Podgorica,1.3
2024-04-07,15:14,Sarajevo,3.04
2024-04-04,16:38,Skopje,21.43
2024-04-06,08:47,Pristina,1.11
2024-04-01,11:20,Sarajevo,14.19
2024-04-06,12:32,Tirana,41.64
2024-04-01,12:40,Sarajevo,54.4
2024-04-04,19:39,Pristina,5.4
2024-04-06,12:19,Sarajevo,12.64
2024-04-03,03:21,Skopje,11.77
2024-04-02,11:07,Skopje,2.31
2024-04-02,23:09,Tirana,16.27
2024-04-02,01:59,Pristina,22.68
2024-04-06,05:23,Skopje,11.39
2024-04-06,18:02,Skopje,9.81
2024-04-01,18:08,Pristina,25.1
2024-04-04,02:50,Sarajevo,5.8
2024-04-03,14:27,Tirana,60.37
2024-04-02,19:00,Sarajevo,8.82
2024-04-04,06:45,Skopje,7.88
2024-04-05,20:42,Skopje,7.32
2024-04-04,03:37,Pristina,49.83
2024-04-03,01:45,Tirana,8.44
2024-04-03,18:28,Sarajevo,1.49
2024-04-01,00:37,Podgorica,0.78
2024-04-07,16:32,Skopje,11.25
2024-04-06,06:40,Podgorica,39.4
2024-04-03,21:11,Sarajevo,27.72
2024-04-04,11:17,Podgorica,1.68
2024-04-01,11:11,Pristina,13.29
2024-04-02,04:02,Sarajevo,10.03
2024-04-04,13:21,Skopje,24.26
2024-04-07,15:41,Tirana,4.82
2024-04-04,10:19,Sarajevo,1.12
2024-04-05,07:20,Skopje,9.81
2024-04-01,00:45,Pristina,8.75
2024-04-05,08:42,Podgorica,6.75
2024-04-01,10:36,Skopje,53.97
2024-04-07,10:40,Tirana,5.8
2024-04-04,16:43,Sarajevo,11.39
2024-04-03,12:44,Pristina,3.49
2024-04-02,11:08,Podgorica,20.1
2024-04-05,19:57,Skopje,12.88
2024-04-04,00:12,Tirana,0.87
2024-04-06,12:19,Skopje,4.69
2024-04-06,10:38,Tirana,2.31
2024-04-02,06:45,Pristina,6.46
2024-04-05,21:49,Pristina,1.97
2024-04-02,02:18,Tirana,22.53
2024-04-07,20:00,Tirana,0.2
2024-04-06,15:48,Skopje,2.77
2024-04-03,22:17,Podgorica,2.91
2024-04-02,16:22,Podgorica,31.24
2024-04-02,17:36,Podgorica,15.95
2024-04-07,14:57,Skopje,9.81
2024-04-05,14:04,Skopje,10.84
2024-04-01,17:05,Skopje,10.98
2024-04-02,20:45,Skopje,13.9
2024-04-02,09:42,Skopje,2.68
2024-04-01,21:38,Skopje,17.25
2024-04-05,15:49,Tirana,2.88
2024-04-02,20:06,Sarajevo,13.0
2024-04-03,16:32,Tirana,33.79
2024-04-01,12:45,Skopje,8.27
2024-04-03,20:12,Tirana,3.03
2024-04-02,20:26,Tirana,25.12
2024-04-06,07:21,Skopje,17.38
2024-04-05,02:19,Skopje,12.74
2024-04-07,08:36,Pristina,13.19
2024-04-05,02:10,Pristina,52.94
2024-04-07,03:28,Skopje,1.41
2024-04-01,09:16,Pristina,4.4
2024-04-06,17:23,Podgorica,11.76
2024-04-07,20:00,Skopje,1.35
2024-04-03,02:22,Podgorica,17.57
2024-04-01,17:54,Skopje,12.12
2024-04-05,16:43,Pristina,5.56
2024-04-05,09:27,Tirana,18.21
2024-04-07,23:27,Skopje,3.22
2024-04-04,04:48,Skopje,34.06
2024-04-01,10:00,Skopje,4.92
2024-04-07,23:53,Skopje,1.17
2024-04-02,05:14,Skopje,46.73
2024-04-07,17:26,Podgorica,12.23
2024-04-06,03:16,Skopje,1.85
2024-04-04,15:21,Pristina,4.68
2024-04-02,19:08,Tirana,102.25
2024-04-03,10:40,Tirana,48.55
2024-04-03,14:37,Skopje,9.79
2024-04-05,21:14,Skopje,6.89
2024-04-04,01:48,Skopje,30.43
2024-04-07,14:42,Podgorica,14.29
2024-04-05,11:48,Skopje,0.59
2024-04-04,12:40,Sarajevo,13.1
2024-04-07,00:23,Tirana,0.19
2024-04-01,23:30,Sarajevo,1.5
2024-04-03,10:03,Skopje,1.27
2024-04-03,02:41,Podgorica,8.19
2024-04-01,01:06,Sarajevo,32.28
2024-04-02,21:50,Sarajevo,7.59
2024-04-05,11:09,Skopje,4.76
2024-04-05,11:32,Skopje,1.13
2024-04-05,05:47,Sarajevo,45.76
2024-04-01,15:29,Pristina,53.38
2024-04-06,12:53,Skopje,12.21
2024-04-02,22:59,Sarajevo,4.39
2024-04-01,19:44,Sarajevo,39.99
2024-04-01,15:16,Podgorica,10.21
2024-04-01,20:41,Sarajevo,14.1
2024-04-02,01:23,Podgorica,11.95
2024-04-03,00:08,Podgorica,0.87
2024-04-05,08:09,Skopje,12.33
2024-04-01,14:52,Podgorica,14.23
2024-04-04,03:03,Tirana,28.06
2024-04-03,13:35,Pristina,1.33
2024-04-04,11:33,Skopje,10.4
2024-04-03,21:40,Podgorica,23.34
2024-04-07,06:01,Skopje,26.65
2024-04-01,16:32,Skopje,0.95
2024-04-03,11:21,Tirana,20.7
2024-04-02,18:56,Sarajevo,22.68
2024-04-02,15:57,Skopje,13.89
2024-04-05,03:29,Skopje,7.89
2024-04-07,08:48,Tirana,14.94
2024-04-03,23:08,Pristina,3.98
2024-04-04,21:11,Tirana,0.43
2024-04-03,16:32,Tirana,5.19
2024-04-03,03:22,Skopje,37.86
2024-04-03,23:01,Skopje,19.82
2024-04-07,12:39,Skopje,2.4
2024-04-02,13:19,Podgorica,7.97
2024-04-05,17:00,Skopje,10.04
2024-04-01,01:36,Tirana,16.71
2024-04-05,06:32,Skopje,1.92
2024-04-03,20:08,Pristina,7.24
2024-04-01,19:06,Skopje,14.06
2024-04-06,15:18,Pristina,0.74
2024-04-04,07:44,Sarajevo,1.88
2024-04-01,19:19,Sarajevo,0.18
2024-04-07,21:10,Sarajevo,16.54
2024-04-05,21:08,Skopje,5.62
2024-04-01,15:52,Sarajevo,28.22
2024-04-06,00:05,Podgorica,24.58
2024-04-02,17:24,Tirana,2.96
2024-04-02,19:17,Sarajevo,9.6
2024-04-05,15:24,Skopje,5.8
2024-04-06,09:03,Podgorica,48.91
2024-04-05,17:59,Skopje,12.52
2024-04-07,21:54,Skopje,6.4
2024-04-04,20:39,Tirana,33.07
2024-04-04,12:01,Pristina,1.79
2024-04-03,06:04,Tirana,13.87
2024-04-02,11:14,Skopje,27.29
2024-04-07,09:10,Sarajevo,5.93
2024-04-05,21:42,Tirana,12.21
2024-04-04,05:28,Sarajevo,8.65
2024-04-03,13:23,Skopje,9.91
2024-04-07,17:35,Tirana,1.12
